id,arcana,suit,number,name_ja,name_en,element,polarity,yes_no_upright,yes_no_reversed,timing,themes,keywords_upright,keywords_reversed,core_upright,core_past,core_present,core_future,interpretation_upright,angel_upright,action_upright,core_reversed,interpretation_reversed,angel_reversed,action_reversed,image
cup_knight,minor,cups,knight,カップのナイト,Knight of Cups,水,陰,Yes,Yes,進展,理想|表現|ロマンス,理想|表現|ロマンス|感情|献身|提案|共感|想い|行動,現実逃避|依存|期待過多|空想|不安定|失望|感情過多|未熟|迷走|幻滅,"今は、心からの想いや理想を行動で表現しやすい時です。感情に導かれるように進むことで、美しい流れが生まれます。ただし、現実とのバランスも意識してください。","これまで、内に秘めた想いを温めてきました。","今は、感情を行動に移し、伝える地点にいます。","誠実な想いは、相手の心に静かに届いていくでしょう。","今は、想いを表現する時です。","あなたの気持ちは、尊いものです。","素直に伝えましょう。","理想に寄りすぎ、現実が見えにくい状態です。","期待が膨らみすぎています。","落ち着いて大丈夫です。","現実も確認しましょう。","cups/Cups_12_Knight"
cup_queen,minor,cups,queen,カップのクイーン,Queen of Cups,水,陰,Yes,Yes,安定,共感|受容|慈愛,共感|受容|慈愛|理解|癒し|包容|直感|思いやり|安心,過干渉|依存|自己犠牲|疲弊|境界不明|感情過多|不安|消耗|孤立|混乱,"今は、深い共感力と優しさで、人や状況を包み込める時です。相手の感情を理解しつつ、自分の心も大切にすることが鍵になります。与えすぎず、受け取ることも忘れないでください。","これまで、感情を通して多くの学びを重ねてきました。","今は、感情を安定した形で受け止める地点にいます。","あなたの存在が、周囲に安心と癒しをもたらすでしょう。","今は、優しさを信じる時です。","あなたの共感は、力です。","境界線を意識しましょう。","感情を背負いすぎ、疲れやすい状態です。","自分を後回しにしています。","休んで大丈夫です。","自分も労りましょう。","cups/Cups_13_Queen"
cup_king,minor,cups,king,カップのキング,King of Cups,水,陰,Yes,Yes,統合,感情統合|成熟|安定,感情統合|成熟|安定|包容|冷静|信頼|判断|調和|支え,抑圧|感情遮断|冷淡|距離|不表現|内圧|孤立|緊張|疲弊|誤解,"今は、感情に飲み込まれることなく、落ち着いた判断と包容力を発揮できる時です。感じていることを内側で整理し、穏やかに表現する力があります。感情と理性の調和が、信頼を生み出します。","これまで、多くの感情経験を乗り越えてきました。","今は、感情を統合し、安定した立場に立つ地点にいます。","あなたの冷静さと優しさが、周囲を安心させるでしょう。","今は、感情を信頼する時です。","あなたは、感情を扱う力を持っています。","穏やかに伝えましょう。","感情を抑えすぎ、距離が生まれやすい状態です。","本音を隠しています。","無理に強くなくて大丈夫です。","信頼できる人に話しましょう。","cups/Cups_14_King"
sword_page,minor,swords,page,ソードのペイジ,Page of Swords,風,陽,Yes,保留,兆し,好奇心|思考|観察,好奇心|思考|観察|学び|情報|問い|言葉|警戒|柔軟,軽率|過敏|疑念|不安定|噂|詮索|集中欠如|混乱|警戒過多|落ち着き不足,"今は、新しい情報や考え方に敏感になり、学びへの意欲が高まる時です。問いを立てる力がありますが、結論を急がないことが大切です。観察と理解を優先してください。","これまで、状況を理解しようと考え続けてきました。","今は、思考の芽が育ち、情報を集める地点にいます。","学びを重ねることで、判断力は次第に安定していくでしょう。","今は、知ろうとする時です。","問いは、成長の入口です。","情報を整理しましょう。","考えすぎて神経が張り詰めやすい状態です。","周囲を疑いすぎています。","急がなくて大丈夫です。","一度立ち止まりましょう。","swords/Swords_11_Page"
sword_knight,minor,swords,knight,ソードのナイト,Knight of Swords,風,陽,Yes,No,加速,主張|行動|直進,主張|行動|直進|決断|速さ|論理|突破|勢い|意志,攻撃的|独断|無配慮|衝突|短気|強引|誤解|孤立|暴走|疲労,"今は、考えを即座に行動へ移し、状況を切り開く力が高まる時です。迷いのなさは強みですが、周囲への配慮を忘れると衝突を招きやすくなります。勢いと冷静さの両立を意識してください。","これまで、考え続け、動く機会を待ってきました。","今は、思考を行動に変え、突き進む地点にいます。","適切なスピード調整ができれば、大きな突破口となるでしょう。","今は、動く勇気を持つ時です。","あなたの判断は、鋭いものです。","言葉を選んで進みましょう。","攻撃的になり、誤解を生みやすい状態です。","周囲との摩擦が増えています。","立ち止まっても大丈夫です。","配慮を思い出しましょう。","swords/Swords_12_Knight"
sword_queen,minor,swords,queen,ソードのクイーン,Queen of Swords,風,陽,Yes,Yes,安定,明晰|誠実|判断,明晰|誠実|判断|知性|率直|公平|境界|洞察|独立,冷淡|批判的|孤立|厳しさ|感情遮断|距離|誤解|防衛|疲労|硬直,"今は、感情に流されず、物事を明晰に見抜く判断力が発揮される時です。率直さと誠実さは信頼を生みますが、冷たさと誤解されない配慮も大切です。真実を、優しさと共に伝えてください。","これまで、多くの経験から判断力を磨いてきました。","今は、知性と誠実さを安定して使える地点にいます。","公平な判断が、状況をクリアに整えていくでしょう。","今は、真実を語る時です。","あなたの言葉は、力を持っています。","率直に伝えましょう。","厳しくなりすぎ、人を遠ざけやすい状態です。","一人で抱え込みがちです。","柔らかさを忘れなくて大丈夫です。","共感も添えましょう。","swords/Swords_13_Queen"
sword_king,minor,swords,king,ソードのキング,King of Swords,風,陽,Yes,Yes,統率,統率|知性|戦略,統率|知性|戦略|公平|判断|権威|秩序|論理|全体視野,独裁|冷酷|理屈過多|支配|柔軟性欠如|感情無視|孤立|圧力|硬直|疲弊,"今は、冷静で論理的な判断をもって全体を導く立場にあります。感情に左右されず、公平さと秩序を保つ力があります。知性に温度を添えることで、真の信頼が築かれるでしょう。","これまで、多くの決断と責任を担ってきました。","今は、全体を見渡し、方向性を示す地点にいます。","明確な戦略と判断が、長期的な安定をもたらすでしょう。","今は、理性を信じる時です。","あなたの判断は、道標になります。","全体像を整理しましょう。","理屈に偏り、心を置き去りにしやすい状態です。","支配的になっています。","完璧でなくて大丈夫です。","人の声も聞きましょう。","swords/Swords_14_King"
pentacle_page,minor,pentacles,page,ペンタクルのペイジ,Page of Pentacles,地,陰,Yes,保留,学び,学習|基礎|現実,学習|基礎|現実|計画|着実|誠実|成長|実践|可能性,怠慢|無計画|集中欠如|飽き|先延ばし|未熟|現実逃避|不安|停滞|疑念,"今は、新しい学びや現実的な目標に意識が向き、基礎を築く時です。大きな成果はまだ先でも、今の一歩が将来の安定につながります。焦らず、着実に取り組んでください。","これまで、現実的な準備や関心が芽生えてきました。","今は、基礎を学び、実践を始める地点にいます。","継続することで、確かな力と信頼が育っていくでしょう。","今は、学ぶ姿勢を大切にする時です。","その一歩は、未来への投資です。","基礎を固めましょう。","集中力が続かず、先延ばしにしやすい状態です。","目的を見失いかけています。","完璧でなくて大丈夫です。","小さく続けましょう。","pentacles/Pentacles_11_Page"
pentacle_knight,minor,pentacles,knight,ペンタクルのナイト,Knight of Pentacles,地,陰,Yes,No,継続,継続|責任|努力,継続|責任|努力|忍耐|着実|信頼|堅実|安定|遂行,停滞|頑固|融通不足|単調|遅延|変化拒否|疲労|保守|惰性|閉塞,"今は、派手さはなくても、着実に物事を進める力が発揮される時です。責任感と忍耐があり、信頼を積み上げることができます。変化を急がず、続けることを大切にしてください。","これまで、地道な努力を重ねてきました。","今は、責任を持って継続する地点にいます。","誠実な姿勢が、長期的な安定と評価をもたらすでしょう。","今は、続けることを選ぶ時です。","あなたの努力は、確実に進んでいます。","淡々と進めましょう。","変化を拒み、停滞しやすい状態です。","頑固になっています。","柔軟になっても大丈夫です。","小さな変化を取り入れましょう。","pentacles/Pentacles_12_Knight"
pentacle_queen,minor,pentacles,queen,ペンタクルのクイーン,Queen of Pentacles,地,陰,Yes,Yes,安定,育成|安心|実り,育成|安心|実り|現実力|思いやり|管理|豊かさ|支え|調和,過保護|依存|疲弊|自己犠牲|管理過多|不安|境界不明|消耗|孤立|執着,"今は、現実的な安定と温かさを両立し、人や状況を育てられる時です。安心できる環境を整える力があり、周囲を支える存在となります。自分自身のケアも忘れないでください。","これまで、現実的な経験と配慮を積み重ねてきました。","今は、実りを育て、安定を保つ地点にいます。","あなたの存在が、安心と豊かさを広げていくでしょう。","今は、育てる役割を受け取る時です。","あなたの温かさは、現実を支えます。","安心できる場を整えましょう。","与えすぎて疲れやすい状態です。","自分を後回しにしています。","休んで大丈夫です。","自分も大切にしましょう。","pentacles/Pentacles_13_Queen"
pentacle_king,minor,pentacles,king,ペンタクルのキング,King of Pentacles,地,陰,Yes,Yes,完成,安定|統治|繁栄,安定|統治|繁栄|成功|責任|信頼|管理|実現|基盤,物質主義|支配|保守過多|柔軟性欠如|惰性|停滞|孤立|重圧|執着|変化拒否,"今は、現実世界での成功と安定を体現し、信頼される立場にあります。責任感が強く、長期的な繁栄を築く力を持っています。柔軟さを保つことで、その安定はさらに健やかなものになるでしょう。","これまで、現実的な努力と成果を積み上げてきました。","今は、基盤を完成させ、統率する地点にいます。","安定した判断が、周囲と未来を豊かに支えていくでしょう。","今は、安定を信頼する時です。","あなたは、築き上げてきました。","全体を管理しましょう。","安定に固執し、変化を拒みやすい状態です。","柔軟性を失っています。","すぐに変えなくて大丈夫です。","余白を残しましょう。","pentacles/Pentacles_14_King"






